今回レース,馬名,年月日,場,レース名,距離,馬場,頭数,人気,着順,騎手,斤量,馬体重,タイム,着差,horse_id,日付,race_id
3,レヴロード,2026年6月14日,阪神,3歳未勝利,ダ1800,良,16,12,12,和田陽希,54,478(+2),1:56.7,1.9,2023106139,2026-06-14,202610020603
3,レヴロード,2026年4月5日,阪神,3歳未勝利,ダ1800,重,12,10,8,和田陽希,54,476(-8),1:54.4,1.6,2023106139,2026-04-05,202610020603
3,レヴロード,2026年3月21日,中京,3歳未勝利,ダ1900,良,13,11,7,和田陽希,54,484(+4),2:04.1,1.7,2023106139,2026-03-21,202610020603
3,レヴロード,2025年12月20日,阪神,2歳未勝利,芝2000,良,16,14,13,田山旺佑,53,480(-2),2:02.7,2.0,2023106139,2025-12-20,202610020603
3,レヴロード,2025年12月6日,阪神,2歳未勝利,ダ1800,良,16,16,15,和田竜二,56,482(0),1:57.2,3.5,2023106139,2025-12-06,202610020603
3,レヴロード,2025年11月15日,京都,2歳未勝利,ダ1800,良,11,11,8,田山旺佑,53,482(0),1:55.2,1.8,2023106139,2025-11-15,202610020603
3,レヴロード,2025年10月5日,京都,2歳新馬,ダ1800,重,16,15,13,内田博幸,56,482(0),1:58.9,7.1,2023106139,2025-10-05,202610020603
3,アージュドール,2026年6月20日,阪神,3歳未勝利,芝1800,稍,17,13,9,国分優作,57,430(+2),1:48.3,1.0,2023105211,2026-06-20,202610020603
3,アージュドール,2026年5月16日,京都,3歳未勝利,芝1800,良,14,14,7,国分優作,57,428(-2),1:46.2,1.0,2023105211,2026-05-16,202610020603
3,アージュドール,2026年5月10日,京都,3歳未勝利,芝1600,良,16,16,12,藤懸貴志,57,430(-2),1:34.5,1.4,2023105211,2026-05-10,202610020603
3,アージュドール,2026年4月18日,中山,3歳未勝利,ダ1800,良,13,10,12,原優介,57,432(-4),1:58.4,3.6,2023105211,2026-04-18,202610020603
3,アージュドール,2026年2月10日,京都,3歳未勝利,ダ1800,良,9,6,6,幸英明,57,436(-2),2:00.0,4.2,2023105211,2026-02-10,202610020603
3,アージュドール,2026年1月18日,京都,3歳新馬,芝2000,良,17,16,17,松本大輝,56,438(0),2:05.6,2.1,2023105211,2026-01-18,202610020603
3,ウインビスタ,2026年1月31日,京都,3歳未勝利,芝1600,良,16,13,16,団野大成,57,438(0),1:38.8,3.7,2023105865,2026-01-31,202610020603
3,ウインビスタ,2026年1月10日,京都,3歳未勝利,芝2400,良,18,14,16,田口貫太,57,438(0),2:30.4,3.2,2023105865,2026-01-10,202610020603
3,ウインビスタ,2025年10月26日,京都,2歳未勝利,芝2000,稍,10,9,9,松若風馬,56,438(-2),2:04.1,1.6,2023105865,2025-10-26,202610020603
3,ウインビスタ,2025年10月12日,京都,2歳新馬,芝2000,良,13,11,10,松若風馬,56,440(0),2:02.0,1.5,2023105865,2025-10-12,202610020603
3,ジュンヴァッテッド,2026年4月18日,阪神,3歳未勝利,芝1800,良,18,15,11,浜中俊,57,472(0),1:47.1,1.3,2023106998,2026-04-18,202610020603
3,ルクスユアン,2026年6月27日,小倉,3歳未勝利,芝2000,稍,16,12,8,吉村誠之,57,444(-2),2:01.5,1.3,2023102765,2026-06-27,202610020603
3,ルクスユアン,2026年5月3日,京都,3歳未勝利,芝2400,良,11,7,10,幸英明,57,446(-2),2:27.0,1.6,2023102765,2026-05-03,202610020603
3,ルクスユアン,2026年4月19日,阪神,3歳未勝利,芝2200,良,13,8,4,幸英明,57,448(0),2:13.2,0.2,2023102765,2026-04-19,202610020603
3,ルクスユアン,2026年3月29日,阪神,3歳未勝利,芝2000,良,12,6,6,幸英明,57,448(-6),2:02.2,1.8,2023102765,2026-03-29,202610020603
3,ルクスユアン,2026年2月10日,京都,3歳未勝利,芝2400,良,15,9,9,吉村誠之,57,454(-2),2:28.7,1.1,2023102765,2026-02-10,202610020603
3,ルクスユアン,2025年11月9日,京都,2歳新馬,芝2000,重,8,6,6,吉村誠之,55,456(0),2:06.6,2.1,2023102765,2025-11-09,202610020603
3,ワンダーシャッフル,2026年6月21日,阪神,3歳未勝利,ダ1800,重,16,5,9,太宰啓介,57,474(+6),1:55.7,3.1,2023101640,2026-06-21,202610020603
3,ワンダーシャッフル,2026年4月12日,福島,3歳未勝利,芝1800,良,16,4,10,河原田菜,53,468(+4),1:50.3,0.8,2023101640,2026-04-12,202610020603
3,ワンダーシャッフル,2026年3月22日,中京,3歳未勝利,芝2000,良,15,6,4,河原田菜,53,464(-12),2:00.9,0.6,2023101640,2026-03-22,202610020603
3,ワンダーシャッフル,2026年3月1日,小倉,3歳未勝利,芝1800,良,16,16,4,河原田菜,53,476(0),1:50.1,0.3,2023101640,2026-03-01,202610020603
3,ダノンワンダー,2026年5月24日,京都,3歳未勝利,芝2000,良,10,3,6,鮫島克駿,57,484(-8),2:01.2,1.9,2023105829,2026-05-24,202610020603
3,ダノンワンダー,2026年5月2日,京都,3歳未勝利,芝2000,良,13,2,2,岩田望来,57,492(+10),2:01.5,0.1,2023105829,2026-05-02,202610020603
3,ダノンワンダー,2026年4月12日,福島,3歳未勝利,芝1800,良,16,2,7,西塚洸二,57,482(0),1:50.0,0.5,2023105829,2026-04-12,202610020603
3,ヴィスメンティス,2026年5月3日,京都,3歳未勝利,芝2400,良,11,9,6,松本大輝,57,430(0),2:26.4,1.0,2023103758,2026-05-03,202610020603
3,ヴィスメンティス,2026年2月21日,小倉,3歳未勝利,芝1800,良,16,2,11,松本大輝,57,430(+4),1:50.3,1.0,2023103758,2026-02-21,202610020603
3,ヴィスメンティス,2026年1月24日,小倉,3歳新馬,芝2000,良,18,4,4,松本大輝,56,426(0),2:00.5,0.4,2023103758,2026-01-24,202610020603
3,グレイイメル,2026年6月27日,小倉,3歳未勝利,芝2000,稍,16,13,5,高倉稜,57,428(+8),2:01.1,0.9,2023103243,2026-06-27,202610020603
3,グレイイメル,2026年4月19日,阪神,3歳1勝クラス,芝1600,良,8,8,8,高倉稜,57,420(-2),1:35.2,1.3,2023103243,2026-04-19,202610020603
3,グレイイメル,2026年4月4日,阪神,3歳未勝利,ダ1400,稍,16,10,11,高倉稜,57,422(0),1:27.0,3.3,2023103243,2026-04-04,202610020603
3,グレイイメル,2025年12月20日,阪神,2歳未勝利,芝1600,良,18,11,10,古川吉洋,56,422(-4),1:34.8,1.2,2023103243,2025-12-20,202610020603
3,グレイイメル,2025年12月7日,阪神,2歳新馬,芝1600,良,17,13,8,菱田裕二,56,426(0),1:36.9,0.7,2023103243,2025-12-07,202610020603
4,グランスプリント,2026年5月30日,京都,3歳未勝利,芝1400,良,17,14,13,丹内祐次,57,432(-6),1:22.1,1.8,2023104906,2026-05-30,202610020604
4,グランスプリント,2026年3月15日,中京,3歳未勝利,芝1400,良,18,10,12,長岡禎仁,57,438(0),1:22.0,0.9,2023104906,2026-03-15,202610020604
4,スリーロンドン,2026年6月21日,阪神,3歳未勝利,芝1600,稍,18,12,6,池添謙一,55,442(-4),1:34.8,0.7,2023105399,2026-06-21,202610020604
4,スリーロンドン,2026年3月15日,阪神,3歳未勝利,芝2000,良,16,10,8,幸英明,55,446(-6),2:02.0,0.8,2023105399,2026-03-15,202610020604
4,スリーロンドン,2026年2月22日,阪神,3歳未勝利,芝2000,良,13,9,6,幸英明,55,452(0),2:01.5,1.4,2023105399,2026-02-22,202610020604
4,ウインラブソング,2026年6月13日,阪神,3歳未勝利,芝1600,良,18,18,11,和田陽希,52,470(0),1:35.4,1.2,2023105884,2026-06-13,202610020604
4,ウインラブソング,2026年5月24日,新潟,3歳未勝利,芝1200,稍,16,14,12,川端海翼,52,470(+24),1:12.2,1.6,2023105884,2026-05-24,202610020604
4,ウインラブソング,2026年2月10日,京都,3歳新馬,芝1600,良,16,9,13,川端海翼,52,446(0),1:38.8,1.9,2023105884,2026-02-10,202610020604
4,ブランチアウト,2026年6月28日,小倉,3歳未勝利,芝1800,良,16,2,2,太宰啓介,57,448(0),1:47.4,0.2,2023102357,2026-06-28,202610020604
4,ブランチアウト,2026年6月13日,阪神,3歳未勝利,芝1600,良,18,6,4,太宰啓介,57,448(0),1:34.5,0.3,2023102357,2026-06-13,202610020604
4,ブランチアウト,2026年5月24日,京都,3歳未勝利,芝1600,良,18,4,3,太宰啓介,57,448(+2),1:33.3,0.4,2023102357,2026-05-24,202610020604
4,ブランチアウト,2026年5月10日,京都,3歳未勝利,芝1600,良,16,5,3,太宰啓介,57,446(+6),1:33.2,0.1,2023102357,2026-05-10,202610020604
4,ブランチアウト,2026年4月25日,京都,3歳未勝利,芝1600,良,16,3,6,古川吉洋,57,440(0),1:33.0,0.7,2023102357,2026-04-25,202610020604
4,ブランチアウト,2026年4月4日,阪神,3歳未勝利,芝1400,良,18,5,5,古川吉洋,57,440(-6),1:21.9,0.3,2023102357,2026-04-04,202610020604
4,ブランチアウト,2026年3月21日,阪神,3歳未勝利,芝1600,良,18,8,2,古川吉洋,57,446(-2),1:34.7,0.1,2023102357,2026-03-21,202610020604
4,ブランチアウト,2026年2月7日,小倉,3歳未勝利,芝1200,良,18,9,10,古川吉洋,57,448(+6),1:09.8,0.9,2023102357,2026-02-07,202610020604
4,ブランチアウト,2025年11月29日,京都,2歳未勝利,芝1600,良,14,9,9,古川吉洋,56,442(0),1:35.8,1.2,2023102357,2025-11-29,202610020604
4,ブランチアウト,2025年10月26日,新潟,2歳未勝利,芝1400,良,13,7,6,古川吉洋,56,442(-4),1:23.8,0.6,2023102357,2025-10-26,202610020604
4,ブランチアウト,2025年10月4日,東京,2歳新馬,芝1400,良,17,3,5,古川吉洋,56,446(0),1:24.2,0.8,2023102357,2025-10-04,202610020604
4,レッドパラジウム,2026年6月20日,阪神,3歳未勝利,芝1800,稍,17,2,3,川田将雅,57,486(0),1:47.7,0.4,2023105417,2026-06-20,202610020604
4,レッドパラジウム,2026年6月6日,阪神,3歳未勝利,芝1600,良,18,4,3,吉村誠之,57,486(+2),1:32.9,0.1,2023105417,2026-06-06,202610020604
4,レッドパラジウム,2026年5月16日,京都,3歳未勝利,芝1800,良,14,4,9,吉村誠之,57,484(+4),1:46.3,1.1,2023105417,2026-05-16,202610020604
4,レッドパラジウム,2026年4月25日,京都,3歳未勝利,芝1600,良,16,5,7,吉村誠之,57,480(+2),1:33.0,0.7,2023105417,2026-04-25,202610020604
4,レッドパラジウム,2026年2月15日,京都,3歳未勝利,ダ1400,良,16,5,15,西村淳也,57,478(-2),1:28.9,3.6,2023105417,2026-02-15,202610020604
4,レッドパラジウム,2026年1月25日,京都,3歳未勝利,ダ1900,良,16,2,11,吉村誠之,57,480(+6),2:03.7,1.3,2023105417,2026-01-25,202610020604
4,レッドパラジウム,2026年1月4日,京都,3歳新馬,芝1800,良,18,3,6,吉村誠之,57,474(0),1:51.3,0.8,2023105417,2026-01-04,202610020604
4,ラミエルノムスコ,2026年5月3日,京都,3歳未勝利,芝1800,良,11,3,4,武豊,57,486(0),1:46.4,0.3,2023103248,2026-05-03,202610020604
4,ラミエルノムスコ,2026年1月18日,京都,3歳未勝利,芝1600,良,18,4,3,武豊,57,486(-2),1:34.3,0.3,2023103248,2026-01-18,202610020604
4,ラミエルノムスコ,2025年12月27日,阪神,2歳未勝利,芝1600,良,15,5,4,ジェルー,56,488(+16),1:34.2,0.4,2023103248,2025-12-27,202610020604
4,ラミエルノムスコ,2025年9月27日,阪神,2歳新馬,芝2000,良,11,7,5,吉村誠之,54,472(0),2:02.7,1.2,2023103248,2025-09-27,202610020604
4,フェブリノ,2026年7月4日,小倉,3歳未勝利,芝1800,重,16,8,4,松若風馬,55,400(+2),1:48.7,0.7,2023104075,2026-07-04,202610020604
4,フェブリノ,2026年6月13日,阪神,3歳未勝利,芝1600,良,18,11,3,松若風馬,55,398(0),1:34.4,0.2,2023104075,2026-06-13,202610020604
4,フェブリノ,2026年6月6日,阪神,3歳未勝利,芝1600,良,18,15,7,国分恭介,55,398(+2),1:33.3,0.5,2023104075,2026-06-06,202610020604
4,フェブリノ,2026年5月26日,浦和,ツイントップ特別(3歳),ダ1400,稍,11,3,4,和田譲治,54,396(-4),1:30.9,1.0,2023104075,2026-05-26,202610020604
4,フェブリノ,2026年4月25日,福島,3歳未勝利,芝1200,良,16,5,9,小沢大仁,55,400(+2),1:10.2,1.5,2023104075,2026-04-25,202610020604
4,フェブリノ,2026年2月21日,小倉,3歳未勝利,芝1800,良,16,10,8,国分恭介,55,398(-2),1:50.2,0.9,2023104075,2026-02-21,202610020604
4,フェブリノ,2026年1月24日,小倉,萌黄賞(1勝クラス),芝1200,良,12,11,7,松若風馬,55,400(-2),1:08.4,0.7,2023104075,2026-01-24,202610020604
4,フェブリノ,2025年12月28日,阪神,2歳未勝利,芝1400,良,17,9,13,和田陽希,52,402(+8),1:22.1,0.7,2023104075,2025-12-28,202610020604
4,フェブリノ,2025年8月23日,中京,2歳未勝利,芝1400,良,9,9,6,富田暁,55,394(+8),1:21.6,0.4,2023104075,2025-08-23,202610020604
4,フェブリノ,2025年7月12日,小倉,2歳未勝利,芝1200,良,10,8,3,和田竜二,55,386(-2),1:09.7,1.7,2023104075,2025-07-12,202610020604
4,フェブリノ,2025年6月14日,阪神,2歳新馬,芝1200,稍,8,8,5,和田竜二,55,388(0),1:11.6,1.1,2023104075,2025-06-14,202610020604
4,シャドウクライ,2026年6月27日,小倉,3歳未勝利,ダ1700,不,16,9,14,松山弘平,55,460(+4),1:47.5,3.0,2023103507,2026-06-27,202610020604
4,シャドウクライ,2026年4月4日,阪神,3歳未勝利,ダ1800,稍,16,10,7,北村友一,55,456(0),1:56.5,2.3,2023103507,2026-04-04,202610020604
4,シャドウクライ,2026年3月15日,阪神,3歳未勝利,芝2000,良,16,11,12,鮫島克駿,55,456(+4),2:02.9,1.7,2023103507,2026-03-15,202610020604
4,シャドウクライ,2025年12月14日,阪神,2歳未勝利,芝1800,稍,11,7,6,北村友一,55,452(0),1:47.4,1.0,2023103507,2025-12-14,202610020604
4,シャドウクライ,2025年11月30日,東京,2歳未勝利,芝2000,良,13,5,7,北村友一,55,452(-10),2:01.2,1.3,2023103507,2025-11-30,202610020604
4,シャドウクライ,2025年10月5日,京都,2歳新馬,芝1800,稍,13,11,7,鮫島克駿,55,462(0),1:49.4,0.6,2023103507,2025-10-05,202610020604
4,タイムレスフレアー,2026年6月13日,阪神,3歳未勝利,芝1800,良,16,4,3,岩田望来,57,458(-6),1:46.0,0.1,2023103795,2026-06-13,202610020604
4,タイムレスフレアー,2026年5月24日,京都,3歳未勝利,芝1600,良,18,3,6,鮫島克駿,57,464(+4),1:33.5,0.6,2023103795,2026-05-24,202610020604
4,タイムレスフレアー,2026年3月21日,阪神,3歳未勝利,芝1600,良,18,2,9,松山弘平,57,460(0),1:35.4,0.8,2023103795,2026-03-21,202610020604
4,タイムレスフレアー,2026年1月31日,京都,3歳未勝利,芝1600,良,16,2,3,岩田望来,57,460(0),1:35.2,0.1,2023103795,2026-01-31,202610020604
4,タイムレスフレアー,2026年1月11日,京都,3歳未勝利,芝1800,良,18,2,5,岩田望来,57,460(-8),1:49.7,0.5,2023103795,2026-01-11,202610020604
4,タイムレスフレアー,2025年11月15日,京都,2歳未勝利,芝2000,良,12,1,3,岩田望来,56,468(-2),2:02.7,1.1,2023103795,2025-11-15,202610020604
4,タイムレスフレアー,2025年10月13日,京都,2歳新馬,芝1800,良,11,2,2,岩田望来,56,470(0),1:47.8,0.1,2023103795,2025-10-13,202610020604
4,セルヴァジオ,2026年6月21日,阪神,3歳未勝利,芝1600,稍,18,6,2,富田暁,55,442(0),1:34.4,0.3,2023106652,2026-06-21,202610020604
4,セルヴァジオ,2026年4月25日,京都,3歳未勝利,芝1600,良,16,4,5,団野大成,55,442(-4),1:32.8,0.5,2023106652,2026-04-25,202610020604
4,セルヴァジオ,2026年4月12日,阪神,3歳未勝利,芝1600,良,18,11,8,富田暁,55,446(0),1:34.1,0.5,2023106652,2026-04-12,202610020604
4,ゴリョウセイ,2026年6月20日,阪神,3歳未勝利,芝1800,稍,17,14,11,石川裕紀,57,476(-12),1:48.7,1.4,2023103368,2026-06-20,202610020604
4,ゴリョウセイ,2026年2月28日,阪神,3歳未勝利,ダ1800,良,14,5,13,高杉吏麒,57,488(+12),1:59.3,3.6,2023103368,2026-02-28,202610020604
4,ゴリョウセイ,2026年2月7日,小倉,3歳未勝利,芝2000,稍,18,6,11,松本大輝,57,476(-4),2:02.5,2.0,2023103368,2026-02-07,202610020604
4,ゴリョウセイ,2025年12月13日,阪神,2歳未勝利,芝2000,良,8,6,2,ジェルー,56,480(0),2:01.4,0.5,2023103368,2025-12-13,202610020604
4,ゴリョウセイ,2025年11月22日,京都,2歳新馬,芝1600,良,17,7,11,松山弘平,56,480(0),1:36.0,1.6,2023103368,2025-11-22,202610020604
4,サンタカリス,2026年6月7日,阪神,3歳未勝利,芝1800,良,15,15,11,柴田裕一,53,420(-8),1:48.0,1.0,2023100986,2026-06-07,202610020604
4,サンタカリス,2026年5月23日,京都,3歳未勝利,芝2200,良,14,11,14,田山旺佑,53,428(0),2:16.8,2.5,2023100986,2026-05-23,202610020604
4,サンタカリス,2026年4月19日,阪神,3歳未勝利,芝2000,良,16,14,9,柴田裕一,53,428(-8),2:02.0,0.9,2023100986,2026-04-19,202610020604
4,サンタカリス,2026年3月7日,阪神,3歳未勝利,ダ1800,稍,14,9,8,柴田裕一,53,436(+4),1:58.2,1.5,2023100986,2026-03-07,202610020604
4,サンタカリス,2026年2月22日,小倉,3歳未勝利,ダ1700,良,11,5,6,柴田裕一,53,432(-8),1:50.1,1.9,2023100986,2026-02-22,202610020604
4,サンタカリス,2026年1月4日,京都,3歳未勝利,ダ1400,良,16,9,9,田口貫太,55,440(-2),1:27.8,1.2,2023100986,2026-01-04,202610020604
4,サンタカリス,2025年12月13日,阪神,2歳未勝利,ダ1400,良,15,12,5,田口貫太,55,442(+16),1:25.8,0.3,2023100986,2025-12-13,202610020604
4,サンタカリス,2025年9月14日,阪神,2歳未勝利,ダ1400,良,13,10,8,太宰啓介,55,426(-8),1:27.5,3.5,2023100986,2025-09-14,202610020604
4,サンタカリス,2025年8月17日,札幌,2歳未勝利,芝1200,良,10,6,6,古川吉洋,55,434(-2),1:10.8,0.7,2023100986,2025-08-17,202610020604
4,サンタカリス,2025年7月26日,札幌,2歳未勝利,芝1200,良,12,11,7,黛弘人,55,436(+8),1:10.2,1.3,2023100986,2025-07-26,202610020604
4,サンタカリス,2025年6月8日,阪神,2歳新馬,芝1400,良,11,11,9,太宰啓介,55,428(0),1:23.6,1.8,2023100986,2025-06-08,202610020604
7,タマモスカイ,2026年6月27日,小倉,3歳未勝利,ダ1700,不,16,6,1,田山旺佑,55,484(-10),1:44.5,0.0,2023102469,2026-06-27,202610020607
7,タマモスカイ,2026年5月23日,京都,3歳未勝利,ダ1800,稍,14,5,6,吉村誠之,57,494(+6),1:56.3,2.1,2023102469,2026-05-23,202610020607
7,タマモスカイ,2026年5月9日,京都,3歳未勝利,ダ1800,良,15,3,5,吉村誠之,57,488(0),1:55.8,1.6,2023102469,2026-05-09,202610020607
7,メイショウオグマ,2026年4月19日,阪神,4歳以上1勝クラス,ダ1800,良,11,4,6,国分恭介,58,484(-4),1:53.5,1.3,2019104261,2026-04-19,202610020607
7,メイショウオグマ,2026年3月29日,阪神,4歳以上1勝クラス,ダ1800,良,15,1,6,国分恭介,58,488(-2),1:54.3,2.1,2019104261,2026-03-29,202610020607
7,メイショウオグマ,2026年3月7日,阪神,4歳以上1勝クラス,ダ1800,稍,8,2,4,国分恭介,58,490(-2),1:53.4,0.4,2019104261,2026-03-07,202610020607
7,メイショウオグマ,2025年12月20日,中京,3歳以上1勝クラス,ダ1800,稍,16,2,5,国分恭介,58,492(-4),1:54.9,1.0,2019104261,2025-12-20,202610020607
7,メイショウオグマ,2025年12月6日,阪神,3歳以上1勝クラス,ダ1800,良,14,9,2,国分恭介,58,496(0),1:53.7,0.1,2019104261,2025-12-06,202610020607
7,メイショウオグマ,2025年11月16日,福島,3歳以上1勝クラス,ダ1700,良,15,10,3,国分恭介,58,496(+4),1:46.5,0.5,2019104261,2025-11-16,202610020607
7,メイショウオグマ,2025年6月15日,阪神,3歳以上1勝クラス,ダ1800,重,16,12,6,国分恭介,58,492(+2),1:52.8,1.4,2019104261,2025-06-15,202610020607
7,メイショウオグマ,2025年5月25日,新潟,4歳以上1勝クラス,ダ1800,稍,15,9,7,国分恭介,58,490(-2),1:54.2,1.2,2019104261,2025-05-25,202610020607
7,メイショウオグマ,2025年5月3日,新潟,4歳以上1勝クラス,ダ1800,稍,11,6,5,国分恭介,58,492(-16),1:55.4,0.9,2019104261,2025-05-03,202610020607
7,メイショウオグマ,2024年5月11日,京都,4歳以上1勝クラス,ダ1800,良,14,9,中,田口貫太,57,508(-6),,,2019104261,2024-05-11,202610020607
7,メイショウオグマ,2023年10月8日,京都,3歳以上1勝クラス,ダ1800,良,13,10,10,古川吉洋,58,514(-4),1:54.2,2.6,2019104261,2023-10-08,202610020607
7,メイショウオグマ,2023年9月24日,阪神,3歳以上1勝クラス,ダ1800,良,12,10,11,古川吉洋,58,518(-4),1:55.1,2.5,2019104261,2023-09-24,202610020607
7,メイショウオグマ,2023年8月20日,小倉,3歳以上1勝クラス,ダ1700,良,15,4,11,松山弘平,58,522(+24),1:47.4,2.6,2019104261,2023-08-20,202610020607
7,メイショウオグマ,2022年3月19日,阪神,3歳1勝クラス,ダ1800,重,10,5,4,池添謙一,56,498(+2),1:51.7,0.7,2019104261,2022-03-19,202610020607
7,メイショウオグマ,2022年2月19日,阪神,3歳新馬,ダ1800,良,16,4,1,武豊,56,496(0),1:56.3,-0.6,2019104261,2022-02-19,202610020607
7,オオツカ,2026年5月17日,京都,3歳1勝クラス,ダ1800,良,16,8,7,菱田裕二,57,442(-2),1:53.2,1.4,2023103919,2026-05-17,202610020607
7,オオツカ,2026年3月15日,中京,3歳未勝利,ダ1800,良,13,1,1,松山弘平,57,444(0),1:54.1,0.0,2023103919,2026-03-15,202610020607
7,オオツカ,2026年2月21日,小倉,3歳未勝利,ダ1700,良,14,5,2,松本大輝,57,444(+2),1:46.9,0.0,2023103919,2026-02-21,202610020607
